title,summary,image
Berlin,"Berlin is the capital of Germany, as well as its largest city by both area and population. With 4 million inhabitants, it has the highest population within its city limits of any city in the European Union. The city is also one of the states of Germany, being the third-smallest state in the country by area. Berlin is surrounded by the state of Brandenburg, bordering Brandenburg's capital Potsdam to the southwest. The urban area of Berlin has a population of over 5 million, making it the most populous in Germany. The Berlin-Brandenburg capital region has around 6 million inhabitants and is Germany's second-largest metropolitan region after the Rhine-Ruhr region, as well as the fifth-biggest metropolitan region by GDP in the European Union. Berlin was built along the banks of the Spree river, which flows into the Havel in the western borough of Spandau. The city includes lakes in the western and southeastern boroughs, the largest of which is Müggelsee. About 1/3 of the city's area is composed of forests, parks and gardens, rivers, canals, and lakes. First documented in the 13th century and at the crossing of two important historic trade routes, Berlin was designated the capital of the Margraviate of Brandenburg (1417–1701), Kingdom of Prussia (1701–1918), German Empire (1871–1918), Weimar Republic (1919–1933), and Nazi Germany (1933–1945). Berlin served as a scientific, artistic, and philosophical hub during the Age of Enlightenment, Neoclassicism, and the German revolutions of 1848–1849. During the Gründerzeit, an industrialization-induced economic boom triggered a rapid population increase in Berlin. Berlin in the 1920s was the third-largest city in the world by population. After World War II and following Berlin's occupation, the city was split into West Berlin and East Berlin, divided by the Berlin Wall. East Berlin was declared the capital of East Germany, while Bonn became the West German capital. Following German reunification in 1990, Berlin once again became the capital of all of Germany. Due to its geographic location and history, Berlin has been called ""the heart of Europe"". Berlin is a global city of culture, politics, media and science. Its economy is based on high tech and the service sector, encompassing a diverse range of creative industries, startup companies, research facilities, and media corporations. Berlin serves as a continental hub for air and rail traffic and has a complex public transportation network. Tourism in Berlin makes the city a popular global destination. Significant industries include information technology, the healthcare industry, biomedical engineering, biotechnology, the automotive industry, and electronics. Berlin is home to several universities, such as the Humboldt University of Berlin, Technische Universität Berlin, the Berlin University of the Arts and the Free University of Berlin. The Berlin Zoological Garden is the most visited zoo in Europe. Babelsberg Studio is the world's first large-scale movie studio complex, and there are many films set in Berlin. Berlin is home to three World Heritage Sites: Museum Island, the Palaces and Parks of Potsdam and Berlin, and the Berlin Modernism Housing Estates. Other landmarks include the Brandenburg Gate, the Reichstag building, Potsdamer Platz, the Memorial to the Murdered Jews of Europe, and the Berlin Wall Memorial. Berlin has numerous museums, galleries, and libraries.",https://upload.wikimedia.org/wikipedia/commons/a/aa/16-07-04-Abflug-Berlin-DSC_0122.jpg
Vatican,Vatican may  refer to:,https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg
Vancouver,"Vancouver is a major city in Western Canada, located in the Lower Mainland region of British Columbia. As the most populous city in the province, the 2021 Canadian census recorded 662,248 people in the city, up from 631,486 in 2016. The Metro Vancouver area had a population of 2.6 million in 2021, making it the third-largest metropolitan area in Canada. Greater Vancouver, along with the Fraser Valley, comprises the Lower Mainland with a regional population of over 3 million. Vancouver has the highest population density in Canada, with over 5,700 inhabitants per square kilometre (15,000/sq mi), and the fourth highest in North America (after New York City, San Francisco, and Mexico City). Vancouver is one of the most ethnically and linguistically diverse cities in Canada: 49.3 percent of its residents are not native English speakers, 47.8 percent are native speakers of neither English nor French, and 54.5 percent of residents belong to visible minority groups. It has been consistently ranked one of the most liveable cities in Canada and in the world. In terms of housing affordability, Vancouver is also one of the most expensive cities in Canada and in the world. Vancouverism is the city's urban planning design philosophy. Indigenous settlement of Vancouver began more than 10,000 years ago and included the Squamish, Musqueam, and Tsleil-Waututh (Burrard) peoples. The beginnings of the modern city, which was originally named Gastown, grew around the site of a makeshift tavern on the western edges of Hastings Mill that was built on July 1, 1867, and owned by proprietor Gassy Jack. The Gastown steam clock marks the original site. Gastown then formally registered as a townsite named Granville, Burrard Inlet. The city was renamed ""Vancouver"" in 1886 through a deal with the Canadian Pacific Railway. The Canadian Pacific transcontinental railway was extended to the city by 1887. The city's large natural seaport on the Pacific Ocean became a vital link in the trade between Asia-Pacific, East Asia, Europe, and Eastern Canada. Vancouver has hosted many international conferences and events, including the 1954 Commonwealth Games, UN Habitat I, Expo 86, APEC Canada 1997, the World Police and Fire Games in 1989 and 2009, several matches of the 2015 FIFA Women's World Cup including the finals at BC Place in downtown Vancouver, and the 2010 Winter Olympics and Paralympics which were held in Vancouver and Whistler, a resort community 125 km (78 mi) north of the city. In 1969, Greenpeace was founded in Vancouver. The city became the permanent home of TED conferences in 2014. As of 2016, the Port of Vancouver is the fourth-largest port by tonnage in the Americas, the busiest and largest port in Canada, and the most diversified port in North America. While forestry remains its largest industry, Vancouver is well known as an urban centre surrounded by nature, making tourism its second-largest industry. Major film production studios in Vancouver and nearby Burnaby have turned Greater Vancouver and nearby areas into one of the largest film production centres in North America, earning it the nickname ""Hollywood North"".",https://upload.wikimedia.org/wikipedia/commons/a/a0/Vancouver_School_Board_headquarters%2C_Vancouver%2C_BC.jpg
Shanghai,"Shanghai is a provincial-level direct-administered municipality in China. It has a population of 29,558,908 in the urban area as of 2025, thus making it China’s most populous city and, more broadly, the fifth-largest city in the world by population. The city is located on the Chinese shoreline on the southern estuary of the Yangtze River, with the Huangpu River bisecting the city. Shanghai is a global center for finance, business and economics, research, science and technology, manufacturing, transportation, tourism, and culture. The Port of Shanghai is the world's busiest container port. As of 2022, the Greater Shanghai metropolitan area was estimated to produce a gross metropolitan product (nominal) of nearly 13 trillion RMB ($1.9 trillion). Originally a fishing village and market town, Shanghai grew to global prominence in the 19th century due to domestic and foreign trade and its favorable port location. The city was one of five treaty ports forced to open to trade with the Europeans after the First Opium War, with the Shanghai International Settlement and French Concession subsequently established. The city became a primary commercial and financial hub of Asia in the 1930s. During the Second World War, it was the site of the Battle of Shanghai, where it fell under Japanese rule. This was followed by the Chinese Civil War with the Communists taking over the city and most of the mainland. During the Cold War, trade was mostly limited to other socialist countries in the Eastern Bloc, causing the city's global influence to decline. The reform and opening up supported by Deng Xiaoping led to extensive redevelopment by the 1990s, particularly in the Pudong New Area, spurring the return of finance and foreign investment. The city has re-emerged as a hub for international trade and finance. It is the home of the Shanghai Stock Exchange, the largest stock exchange in the Asia-Pacific by market capitalization and the Shanghai Free-Trade Zone, the first free-trade zone in mainland China. It is ranked eighth globally on the Global Financial Centres Index. Shanghai has been classified as an Alpha+ (global first-tier) city by the Globalization and World Cities Research Network. As of 2024, it is home to 13 companies of the Fortune Global 500—the fourth-highest number of any city. Shanghai is the world's second largest city by scientific outputs and home to several highly ranked universities, including Fudan, Shanghai Jiao Tong and Tongji. The Shanghai Metro, first opened in 1993, is the largest metro network in the world by route length. Shanghai has been described as a global finance and innovation hub, and it is one of the ten biggest economic hubs in the world. Featuring several architectural styles such as Art Deco and shikumen, the city contains the Lujiazui skyline, and museums and historic buildings such as the City God Temple, Yu Garden, the China Pavilion and buildings along the Bund. Shanghai is known for its cuisine, local language, and cosmopolitan culture. It ranks sixth in the list of cities with the most skyscrapers.",https://upload.wikimedia.org/wikipedia/commons/4/47/Shanghai_of_Today%2C_Plate_23_-_Shanghai_Racecourse%2C_stands_and_administration.jpg
Pompeii,"Pompeii ( ; Latin: [pɔmˈpei̯.iː]) was a city in what is now the municipality of Pompei, near Naples, in the Campania region of Italy. Along with Herculaneum, Stabiae, and many surrounding villas, it was buried under 4 to 6 m (13 to 20 ft) of volcanic ash and pumice in the eruption of Mount Vesuvius in 79 AD. Largely preserved under the ash, Pompeii offers a unique snapshot of Roman life, frozen at the moment it was buried, as well as insight into ancient urban planning. It was a wealthy town of 10,000 to 20,000 residents, including businesswomen at the time it was destroyed. It hosted many fine public buildings and luxurious private houses with lavish decorations, furnishings and artworks, which were the main attractions for early excavators; subsequent excavations have found hundreds of private homes and businesses reflecting various architectural styles and social classes, as well as numerous public buildings. Organic remains, including wooden objects and human bodies, were interred in the ash; their decay allowed archaeologists to create moulds of figures in their final moments of life. The numerous graffiti carved on outside walls and inside rooms provide a wealth of examples of the largely lost Vulgar Latin spoken colloquially at the time, contrasting with the formal language of classical writers. Pompeii remained largely undisturbed until its rediscovery in the late 16th century. Major excavations did not begin until the mid-18th century, which marked the emergence of modern archaeology. Initial efforts to unearth the city were haphazard or marred by looting, resulting in many items or sites being damaged or destroyed. By 1960, most of Pompeii had been uncovered but left in decay; further major excavations were banned or limited to targeted, prioritised areas. Since 2018, these efforts have led to new discoveries in some previously unexplored areas of the city. Pompeii is a UNESCO World Heritage Site, owing to its status as ""the only archaeological site in the world that provides a complete picture of an ancient Roman city"". It is among the most popular tourist attractions in Italy, with approximately 2.5 million visitors annually.",https://upload.wikimedia.org/wikipedia/commons/3/3e/80045_Pompeii%2C_Metropolitan_City_of_Naples%2C_Italy_-_panoramio_%2818%29.jpg
Venice,"Venice is a city in northeastern Italy and the capital of the region of Veneto. It is built on a group of 126 islands that are separated by expanses of open water and by canals; portions of the city are linked by 472 bridges.  The islands are in the shallow Venetian Lagoon, an enclosed bay lying between the mouths of the Po and the Piave rivers (more exactly between the Brenta and the Sile). As of 2025, the city proper (comune of Venice) has 249,466 inhabitants, nearly 50,000 of whom live in the historical island city of Venice (centro storico), while most of the population resides on the mainland (terraferma), and about 25,000 live on other islands in the lagoon (estuario). Together with the cities of Padua and Treviso, Venice is included in the Padua-Treviso-Venice Metropolitan Area (PATREVE), which is considered a statistical metropolitan area, with a total population of 2.6 million. The name is derived from the ancient Veneti people who inhabited the region by the 10th century BC. The city was the capital of the Republic of Venice for almost a millennium, from 810 to 1797. It was a major financial and maritime power during the Middle Ages and Renaissance, and a staging area for the Crusades and the Battle of Lepanto, as well as an important centre of commerce—especially silk, grain, and spice, and of art from the 13th century to the end of the 17th century. The then-city-state is considered to have been the first real international financial centre, emerging in the 9th century and reaching its greatest prominence in the 14th century. This made Venice a wealthy city throughout most of its history.  For centuries, Venice possessed numerous territories along the Adriatic Sea and within the Italian peninsula, leaving a significant impact on the architecture and culture that can still be seen today. The Venetian Arsenal is considered by several historians to be the first factory in history and was the base of Venice's naval power. The sovereignty of Venice came to an end in 1797, at the hands of Napoleon. Subsequently, in 1866, the city became part of the Kingdom of Italy. Venice has been known as ""La Dominante"" (""The Dominant"" or ""The Ruler""), ""La Serenissima"" (""The Most Serene""), ""Queen of the Adriatic"", ""City of Water"", ""City of Masks"", ""City of Bridges"", ""The Floating City"", and ""City of Canals."" The lagoon and the city within the lagoon were inscribed as a UNESCO World Heritage Site in 1987, covering an area of 70,176.4 hectares (173,410 acres). Venice is known for several important artistic movements – especially during the Italian Renaissance – and has played an important role in the history of instrumental and operatic music; it is the birthplace of Baroque music composers Tomaso Albinoni and Antonio Vivaldi. In the 21st century, Venice remains a very popular tourist destination and a major cultural centre, and has often been ranked one of the most beautiful cities in the world. It has been described by The Times as one of Europe's most romantic cities and by The New York Times as ""undoubtedly the most beautiful city built by man"". However, the city faces challenges, including overtourism, pollution, tide peaks, and cruise ships sailing too close to buildings. Because Venice and its lagoon are under constant threat, Venice's UNESCO listing has been under constant examination.",https://upload.wikimedia.org/wikipedia/commons/6/6a/2019_Venice_Film_Festival.jpg
Atlanta,"Atlanta is the capital and most populous city of the U.S. state of Georgia. It is the county seat of Fulton County and extends into neighboring DeKalb County. With a population of 498,715 at the 2020 census and an estimated 529,110 in 2025, Atlanta is the eighth-most populous city in the Southeast and the 36th-most populous city in the United States. Atlanta is classified as a Beta+ global city. The Atlanta metropolitan area has an estimated population of over 6.4 million and is the sixth-largest metropolitan area in the United States. Situated among the foothills of the Appalachian Mountains at an elevation of just over 1,000 feet (300 m) above sea level, Atlanta features a unique topography that includes rolling hills, lush greenery, and the densest urban tree coverage of any major city in the United States. Atlanta was originally founded as the terminus of a major state-sponsored railroad, but soon became the convergence point for several railroad lines, spurring its rapid growth. The largest of these was the Western and Atlantic Railroad, from which the name ""Atlanta"" is derived, reflecting the city's growing reputation as a major transportation hub. During the American Civil War, the city served a strategically important role for the Confederacy. It was captured in 1864 following the Atlanta campaign, and under Union General William T. Sherman, Atlanta was almost entirely burned to the ground during the March to the Sea. Atlanta rebounded dramatically in the post–Civil War period and quickly became a national industrial center and the unofficial capital of the ""New South"". After World War II, Atlanta emerged as a manufacturing and technology hub. During the 1950s and 1960s, it became a major organizing center of the American civil rights movement, with Martin Luther King Jr., Ralph Abernathy, and many other locals serving as prominent leaders. In the modern era, Atlanta has remained a major transportation center, with Hartsfield-Jackson International Airport becoming the world's busiest airport by passenger traffic in 1998. It has maintained this position every year since, except in 2020, with an estimated 93.7 million passengers in 2022. With a nominal gross domestic product (GDP) of $473 billion in 2021, Atlanta has the 11th-largest economy among U.S. cities and the 22nd-largest in the world. Its economy is diverse, with dominant sectors including transportation, aerospace, logistics, healthcare, news and media operations, film and television production, information technology, finance, biomedical research, and public policy. Atlanta established itself on the world stage when it won the bid to host the 1996 Summer Olympics. The Games had a lasting impact on Atlanta's development into the 21st century, leading to significant investment in the city's universities, parks, and tourism industry. The gentrification of some of its neighborhoods has intensified in the 21st century with the growth of the Atlanta Beltline rail trail, altering Atlanta's demographics, politics, aesthetics, and culture.",https://upload.wikimedia.org/wikipedia/commons/9/90/Atlanta_City_Hall%2C_Atlanta%2C_GA_%2847474768451%29.jpg
Montreal,"Montreal (French: Montréal) is the largest city in the province of Quebec, the second-largest in Canada, and the eighth-largest in North America. Founded in 1642 as Ville-Marie, or ""City of Mary"", it now takes its name from Mount Royal, the triple-peaked mountain around which the early settlement was built. The city is centred on the Island of Montreal and a few, much smaller, peripheral islands, the largest of which is Île Bizard. It lies 196 kilometres (122 mi) east of the national capital, Ottawa, and 258 kilometres (160 mi) southwest of the provincial capital, Quebec City. As of the 2021 Canadian census, the city had a population of 1,762,949 and a metropolitan population of 4,291,732, making it the second-largest metropolitan area in Canada after Toronto. French is the city's official language. In 2021, 85.7% of the population of the city of Montreal considered themselves fluent in French while 90.2% could speak it in the metropolitan area. Montreal is one of the most bilingual cities in Quebec and Canada, with 58.5% of the population able to speak both French and English. Montreal is the largest primarily French speaking city in the Americas. Historically the commercial capital of Canada, Montreal was surpassed in population and economic strength by Toronto in the 1970s. It remains an important centre of art, culture, literature, film and television, music, commerce, aerospace, transport, finance, pharmaceuticals, technology, design, education, tourism, food, fashion, video game development, and world affairs. Montreal is the location of the headquarters of the International Civil Aviation Organization, and was named a UNESCO City of Design in 2006. In 2017, Montreal was ranked the 12th-most livable city in the world by the Economist Intelligence Unit in its annual Global Liveability Ranking, although its ranking dropped to 40th in the 2021 index, primarily due to stress on the healthcare system caused by the COVID-19 pandemic. It is regularly ranked as one of the ten best cities in the world to be a university student in the QS World University Rankings. In 2018, Montreal was ranked as a global city. Montreal has hosted numerous important international events, including the 1967 International and Universal Exposition, and is the only Canadian city to have hosted the Summer Olympics, having done so in 1976. The city hosts the Canadian Grand Prix of Formula One; the Montreal International Jazz Festival, the largest jazz festival in the world; the Just for Laughs festival, the largest comedy festival in the world; and Les Francos de Montréal, the largest French-language music festival in the world. In sports, it is home to multiple professional teams, most notably the Canadiens of the National Hockey League, who have won the Stanley Cup a record 24 times.",https://upload.wikimedia.org/wikipedia/commons/7/7f/Admiralty_Chart_No_421_Montreal_Harbour%2C_Published_1961%2C_Large_Corrections_1967.jpg
Moscow,"Moscow is the capital and largest city of Russia, standing on the Moskva River in Central Russia. It has a population estimated at over 13 million residents within the city limits, over 19.1 million residents in the urban area, and over 21.5 million residents in its metropolitan area. The city covers an area of 2,511 square kilometers (970 mi2), while the urban area covers 5,891 square kilometers (2,275 mi2), and the metropolitan area covers over 26,000 square kilometers (10,000 mi2). Moscow is among the world's largest cities, being the most populous city entirely in Europe, the largest urban and metropolitan area in Europe, and the largest city by land area on the European continent. First documented in 1147, Moscow became the capital of the Grand Principality of Moscow, which led the unification of the Russian lands in the 15th century and became the center of a unified state. Following the proclamation of the Tsardom of Russia in 1547, Moscow remained the political and economic center for most of its history. During the reign of Peter the Great, the Russian capital was moved to the newly founded city of Saint Petersburg in 1712, leading to a decline in Moscow's importance throughout the imperial period. Following the Russian Revolution and the establishment of the Russian SFSR, the capital was moved back to Moscow in 1918. The city later became the political center of the Soviet Union and experienced significant population growth throughout the Soviet period. In the aftermath of the dissolution of the Soviet Union, Moscow remained the capital city of the newly reconstituted Russian Federation and has experienced continued growth. The northernmost and coldest megacity in the world, Moscow is governed as a federal city, where it serves as the political, economic, cultural, and scientific center of Russia and Eastern Europe. Moscow has one of the world's largest urban economies. Moscow has the second-highest number of billionaires of any city (tied with Hong Kong). The Moscow International Business Center is one of the largest financial centers in the world and features the majority of Europe's tallest skyscrapers. Moscow was the host city of the 1980 Summer Olympics and one of the host cities of the 2018 FIFA World Cup. The city contains several UNESCO World Heritage Sites and is known for its display of Russian architecture, particularly in areas such as Red Square and buildings such as Saint Basil's Cathedral and the Moscow Kremlin, the latter of which is the seat of power of the Government of Russia. Moscow is home to Russian companies in different industries and is served by a comprehensive transit network, which includes four international airports, ten railway terminals, a tram system, a monorail system, and the Moscow Metro, which is the busiest metro system in Europe and one of the largest rapid transit systems in the world. The city has over 40 percent of its territory covered by greenery, making it one of the greenest cities in the world.",https://upload.wikimedia.org/wikipedia/commons/a/a6/2019-07-25-3032-Moscow-Nikolskaya-Street.jpg
Taj Mahal,"The Taj Mahal ( TAHJ mə-HAHL, TAHZH -⁠; Hindustani: [t̪ɑːd͡ʒ ˈmɛɦ(ɛ)l]; lit. 'Crown of the Palace') is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. It was commissioned in 1631 by the fifth Mughal emperor, Shah Jahan (r. 1628–1658), to house the tomb of his beloved wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself. The tomb is the centrepiece of a 17-hectare (42-acre) complex, which includes a mosque and a guest house, and is set in formal gardens bounded on three sides by a crenellated wall. Construction of the mausoleum was completed in 1648, but work continued on other phases of the project for another five years. The first ceremony held at the mausoleum was an observance by Shah Jahan, on 6 February 1643, of the 12th anniversary of the death of Mumtaz Mahal. The Taj Mahal complex is believed to have been completed in its entirety in 1653 at a cost estimated at the time to be around ₹32 million, which in 2015 would be approximately ₹52.8 billion (US$827 million). The building complex incorporates the design traditions of Indo-Islamic and Mughal architecture. It employs symmetrical constructions with the usage of various shapes and symbols. While the mausoleum is constructed of white marble inlaid with semi-precious stones, red sandstone was used for other buildings in the complex similar to the Mughal era buildings of the time. The construction project employed more than 20,000 workers and artisans under the guidance of a board of architects led by Ustad Ahmad Lahori, the emperor's court architect. The complex was designed and executed by a multinational board of artisans and supervisors, including Ottoman dome designer Ismail Afandi; Persian architects Ustad Isa, Isa Muhammad Effendi, and Puru; chief calligrapher Amanat Khan Shirazi; finial caster Qazim Khan; and masonry supervisors Muhammad Hanif, Mir Abdul Karim, and Mukkarimat. The Taj Mahal was designated as a UNESCO World Heritage Site in 1983 for being ""the jewel of Islamic art in India and one of the universally admired masterpieces of the world's heritage"". It is regarded as one of the best examples of Mughal architecture and a symbol of Indian history. The Taj Mahal is a major tourist attraction and attracts more than five million visitors a year. In 2007, it was declared a winner of the New 7 Wonders of the World initiative. The Taj Mahal and its setting, surrounding grounds, and structures are a Monument of National Importance, administered by the Archaeological Survey of India.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Agra-Taj_Mahal-38-Inkrustation-2018-gje.jpg
Burj Khalifa,"The Burj Khalifa (previously known as Burj Dubai prior to inauguration) is a megatall skyscraper in Dubai, United Arab Emirates. Designed by Skidmore, Owings & Merrill, it is the world's tallest structure, with a total height of 829.8 m (2,722 ft, or just over half a mile) and a roof height (excluding the antenna, but including a 242.6 m spire) of 828 m (2,717 ft). It has also been the tallest building in the world since its topping out in 2009, surpassing Taipei 101, which had held the record since 2004. Construction of the Burj Khalifa began in 2004; the exterior was completed five years later. The primary structure is reinforced concrete. Some of the structural steel for the building was salvaged from the demolished Palace of the Republic in East Berlin. The building was opened in 2010 as part of a new development called Downtown Dubai. It was designed to be the centrepiece of large-scale, mixed-use development. The building is named after the former president of the United Arab Emirates (UAE), Sheikh Khalifa bin Zayed Al Nahyan. The United Arab Emirates government provided Dubai with financial support as the developer, Emaar Properties, experienced financial problems during the Great Recession. Then-president of the United Arab Emirates, Khalifa bin Zayed, organised federal financial support. For his support, Mohammad bin Rashid, Ruler of Dubai, changed the name from ""Burj Dubai"" to ""Burj Khalifa"" during inauguration. The design is derived from the Islamic architecture of the region, such as in the Great Mosque of Samarra. The Y-shaped tripartite floor geometry is designed to optimise residential and hotel space. A buttressed central core and wings are used to support the height of the building. The Burj Khalifa's central core houses all vertical transportation except egress stairs within each of the wings. The structure also features a cladding system which is designed to withstand Dubai's hot summer temperatures. It contains a total of 57 elevators and 8 escalators.",https://upload.wikimedia.org/wikipedia/en/9/93/Burj_Khalifa.jpg
Statue of Liberty,"The Statue of Liberty (Liberty Enlightening the World; French: La Liberté éclairant le monde) is a colossal neoclassical sculpture of a robed and crowned woman on Liberty Island, part of New York City, in New York Harbor. The copper-clad statue, a gift to the United States from the people of France, was designed by French sculptor Frédéric Auguste Bartholdi, and its metal framework built by Gustave Eiffel. The statue was dedicated on October 28, 1886. The statue is a figure of a classically draped woman, inspired by the Roman goddess of liberty, Libertas. She holds a torch above her head with her right hand, and in her left hand carries a tabula ansata inscribed JULY IV MDCCLXXVI (July 4, 1776, in Roman numerals), the date of the U.S. Declaration of Independence. With her left foot she steps on a broken chain and shackle, commemorating the national abolition of slavery following the American Civil War.  In 1865, the French historian and abolitionist Édouard de Laboulaye proposed a monument to commemorate the upcoming centennial of U.S. independence (1876), the perseverance of American democracy and the liberation of the nation's slaves. The Franco-Prussian War delayed progress until 1875, when Laboulaye proposed that the people of France finance the statue and the United States provide the site and build the pedestal. Bartholdi completed the head and the torch-bearing arm before the statue was fully designed, and these pieces were exhibited for publicity at international expositions. The torch-bearing arm was displayed at the Centennial Exposition in Philadelphia in 1876, and in Madison Square Park in Manhattan from 1876 to 1882. Fundraising proved difficult, especially for the Americans; publisher Joseph Pulitzer of the New York World started a drive for donations to finish the project. The statue was built in France, shipped overseas in crates, and assembled on the completed pedestal on what was then called Bedloe's Island. The statue's completion was marked by New York's first ticker-tape parade and a dedication ceremony presided over by President Grover Cleveland. The statue became an icon of freedom and of the United States, seen as a symbol of welcome to immigrants arriving by sea. The statue was administered by the United States Lighthouse Board until 1901 and then by the Department of War; since 1933, it has been maintained by the National Park Service as part of the Statue of Liberty National Monument, and is a major tourist attraction. Limited numbers of visitors can access the rim of the pedestal and the interior of the statue's crown from within; public access to the torch has been barred since 1916.",https://upload.wikimedia.org/wikipedia/commons/e/e8/CIRCLE_LINE_FERRY_CARRIES_TOURISTS_TO_STATUE_OF_LIBERTY_IN_UPPER_NEW_YORK_BAY_-_NARA_-_547838.jpg
Great Wall of China,"The Great Wall of China (traditional Chinese: 萬里長城; simplified Chinese: 万里长城; pinyin: Wànlǐ Chángchéng, literally ""ten thousand li long wall"") is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined together in the Qin dynasty. Successive dynasties expanded the wall system; the best-known sections were built by the Ming dynasty (1368–1644). To aid in defense, the Great Wall utilized watchtowers, troop barracks, garrison stations, signaling capabilities through the means of smoke or fire, and its status as a transportation corridor. Other purposes of the Great Wall have included border controls (allowing control of immigration and emigration, and the imposition of duties on goods transported along the Silk Road), and the regulation of trade.  The collective fortifications constituting the Great Wall stretch from Liaodong in the east to Lop Lake in the west, and from the present-day Sino-Russian border in the north to Tao River in the south: an arc that roughly delineates the edge of the Mongolian steppe, spanning 21,196.18 km (13,170.70 mi) in total. It is a UNESCO World Heritage Site, and was voted one of the New 7 Wonders of the World in 2007. Today, the defensive system of the Great Wall is recognized as one of the most impressive architectural feats in history.",https://upload.wikimedia.org/wikipedia/commons/3/35/Great_Wall_of_China%2C_Satellite_image_red_composite.jpg
Eiffel Tower,"The Eiffel Tower (  EYE-fəl; French: Tour Eiffel [tuʁ ɛfɛl] ) is a lattice tower on the Champ de Mars in Paris, France. It is named after the engineer Gustave Eiffel, whose company designed and built the tower from 1887 to 1889. Locally nicknamed ""La dame de fer"" (French for ""Iron Lady"") for its use of wrought iron, it was constructed as the centrepiece of the 1889 World's Fair, and to crown the centennial anniversary of the French Revolution. Although initially criticised by some of France's leading artists and intellectuals for its design, it has since become a global cultural icon of France and one of the most recognisable structures in the world. The tower received 5,889,000 visitors in 2022. The Eiffel Tower is the most visited monument with an entrance fee in the world: 6.91 million people ascended it in 2015. It was designated a monument historique in 1964, and was named part of a UNESCO World Heritage Site (""Paris, Banks of the Seine"") in 1991. The tower is 330 metres (1,083 ft) tall, about the same height as an 81-storey building, and the tallest structure in Paris. Its base is square, measuring 125 metres (410 ft) on each side. During its construction, the Eiffel Tower surpassed the Washington Monument to become by far the tallest human-made structure in the world, a title it held for 41 years until the Chrysler Building in New York City was finished in 1930. It was the first structure in the world to surpass both the 200-metre and 300-metre mark in height. Due to the addition of a broadcasting aerial at the top of the tower in 1957, it is now taller than the Chrysler Building by 11 metres (36 ft). Excluding transmitters, the Eiffel Tower is the second tallest free-standing structure in France after the Millau Viaduct. The tower has three levels for visitors, with restaurants on the first and second levels. The top level's upper platform is 276 m (906 ft) above the ground—the highest public observation deck in the European Union. Tickets can be purchased to ascend by stairs or lift to the first and second levels. The climb from ground level to the first level is over 300 steps, as is the climb from the first level to the second, making the entire ascent a 600-step climb. Although there is a staircase to the top level, it is usually accessible only by lift. On this top, third level, is a private apartment built for Gustave Eiffel, who decorated it with furniture made by Jean Lachaise and invited friends such as Thomas Edison.",https://upload.wikimedia.org/wikipedia/commons/9/95/1000_Eiffel_tower_night_illumination_by_Pierre_Bideau_in_Paris_Photo_by_Giles_Laurent.jpg
